Direktori,label
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1175.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1176.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1177.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1178.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1179.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-118.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1180.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1181.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1182.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1183.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1184.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1185.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1186.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1187.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1188.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1189.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-119.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1190.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1191.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1192.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1193.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1194.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1195.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1196.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1197.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1198.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1199.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-12.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-120.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1200.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1201.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1202.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1203.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1204.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1205.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1206.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1207.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1208.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1209.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-121.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1210.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1211.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1212.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1213.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1214.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1215.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1216.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1217.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1218.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1219.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-122.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1220.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1221.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1222.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1223.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1224.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1225.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1226.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1227.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1228.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1229.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-123.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1230.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1231.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1232.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1233.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1234.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1235.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1236.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1237.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1238.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1239.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-124.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1240.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1241.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1242.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1243.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1244.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1245.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1246.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1247.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1248.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1249.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-125.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1250.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1251.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1252.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1253.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1254.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1255.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1256.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1257.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1258.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1259.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-126.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1260.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1261.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1262.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1263.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1264.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1265.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1266.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1267.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1268.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1269.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-127.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1270.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1271.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1272.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1273.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1274.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1275.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1276.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1277.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1278.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1279.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-128.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1280.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1281.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1282.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1283.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1284.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1285.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1286.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1287.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1288.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1289.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-129.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1290.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1291.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1292.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1293.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1294.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1295.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1296.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1297.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Anthias anthias/anthias_anthias-1298.jpg,Anthias anthias
